9.442421875000000853e+00,-1.973789062500000080e+00
1.336675292968750028e+01,-1.503515625000000133e+00
1.736394042968749929e+01,-1.056914062499999973e+00
2.142584960937499972e+01,-4.833300781250000067e-01
2.558311523437500057e+01,5.999414062500000311e-01
2.959609375000000142e+01,2.794882812500000036e+00
3.242868652343749858e+01,6.236669921875000355e+00
3.467806152343749915e+01,9.688950195312500568e+00
3.667648925781249858e+01,1.322135742187500007e+01
3.838056152343749972e+01,1.732766113281250142e+01
3.898249511718750426e+01,2.153316406249999915e+01
3.893307128906250369e+01,2.594318359374999972e+01
3.761425292968750256e+01,3.025188964843750128e+01
3.522031249999999858e+01,3.390719238281250369e+01
3.257856933593750171e+01,3.704764648437500085e+01
2.995505859374999957e+01,4.005544433593750142e+01
2.757067871093750000e+01,4.307104980468749744e+01
2.600143554687500114e+01,4.615733886718749801e+01
2.549352050781250156e+01,4.947012207031249886e+01
2.620759277343750071e+01,5.285082031249999801e+01
2.787092285156250071e+01,5.561190917968750114e+01
3.072271972656250227e+01,5.825387695312500114e+01
3.366593261718750085e+01,6.169402343750000028e+01
3.536281250000000398e+01,6.569541992187500057e+01
3.627573730468750313e+01,6.996353515625000341e+01
3.615730957031249915e+01,7.438600585937500398e+01
3.511882324218750284e+01,7.855717773437500284e+01
3.348714355468749915e+01,8.247287109375000114e+01
3.131936523437500242e+01,8.613391601562500455e+01
2.823926757812500199e+01,8.937543945312499716e+01
2.488694824218750057e+01,9.179693359374999773e+01
2.180120605468750128e+01,9.407011718750000284e+01
1.981638183593750213e+01,9.647693359375000455e+01
1.961668457031250057e+01,9.952490234375000000e+01
2.026974609375000114e+01,1.034937304687500017e+02
1.994406738281250213e+01,1.081599804687500068e+02
1.817037109374999915e+01,1.121436718749999955e+02
1.615078613281249886e+01,1.156462304687500051e+02
1.444122558593750050e+01,1.189928222656250085e+02
1.390012207031250036e+01,1.221138867187499955e+02
1.466397949218750085e+01,1.257018945312500051e+02
1.516520996093750107e+01,1.303160449218750045e+02
1.415411621093750050e+01,1.345297656250000102e+02
1.240807617187500078e+01,1.384965527343750011e+02
9.743891601562500782e+00,1.420424121093749932e+02
6.401401367187499858e+00,1.448273437500000114e+02
2.554736328125000178e+00,1.468753320312499966e+02
-1.576831054687499956e+00,1.480779882812500148e+02
-5.709313964843750533e+00,1.487254492187500148e+02
-9.968623046875000782e+00,1.488625390624999909e+02
-1.435159912109375036e+01,1.481350585937500171e+02
-1.836086669921875014e+01,1.460461816406250080e+02
-2.162167968750000213e+01,1.432565917968750000e+02
-2.440058593750000071e+01,1.400083984375000057e+02
-2.658606933593750199e+01,1.361052734374999886e+02
-2.716330078125000114e+01,1.314234179687500159e+02
-2.608384765625000057e+01,1.270517578125000000e+02
-2.391017578125000043e+01,1.231753808593749966e+02
-2.030033447265624957e+01,1.201305468750000074e+02
-1.639727539062500128e+01,1.184967968750000011e+02
-1.281357910156249957e+01,1.170791308593749989e+02
-9.993273925781251066e+00,1.151460937500000057e+02
-7.534182128906250497e+00,1.124030664062500051e+02
-5.705270996093750213e+00,1.092877929687499972e+02
-4.582841796874999929e+00,1.058590136718750045e+02
-4.129169921875000426e+00,1.021404882812500006e+02
-4.081181640625000107e+00,9.828452148437500568e+01
-4.315336914062499751e+00,9.440471679687500739e+01
-4.838095703125000036e+00,9.060668945312500000e+01
-5.929733886718749680e+00,8.727517578124999886e+01
-7.845424804687500142e+00,8.392821289062500512e+01
-9.833054199218750568e+00,8.053700195312499943e+01
-1.204157714843750071e+01,7.726982421875000284e+01
-1.433262207031249957e+01,7.395859375000000568e+01
-1.656164062499999901e+01,7.053562988281250057e+01
-1.857787841796875128e+01,6.684664550781249659e+01
-1.998847412109375199e+01,6.276954101562500199e+01
-2.070502197265625099e+01,5.853303710937500171e+01
-2.056398437500000043e+01,5.416671386718750369e+01
-1.952115966796874957e+01,4.996301269531250000e+01
-1.745601806640625142e+01,4.601459472656249972e+01
-1.487326660156250036e+01,4.272704589843750256e+01
-1.219732177734375078e+01,3.969897460937500000e+01
-9.684418945312499361e+00,3.673139160156249972e+01
-7.743142089843749964e+00,3.357556152343750000e+01
-6.630351562500000462e+00,3.051081054687499972e+01
-6.642143554687500284e+00,2.675494628906250227e+01
-7.243833007812500391e+00,2.313953613281250199e+01
-8.214489746093750711e+00,1.931983886718749943e+01
-9.228491210937500355e+00,1.539750976562500107e+01
-1.008867919921875078e+01,1.135860839843750014e+01
-1.043619873046874957e+01,6.979326171874999929e+00
-8.585471191406250924e+00,2.292070312499999929e+00
-4.690234375000000178e+00,-3.837402343749999889e-01
-4.937109375000000022e-01,-1.634902343750000098e+00
3.754492187499999911e+00,-2.110468749999999893e+00
8.968408203124999645e+00,1.493964843749999938e+00
1.298349121093750114e+01,1.975429687500000142e+00
1.695103027343749957e+01,2.418652343750000266e+00
2.081930664062500114e+01,2.963720703124999911e+00
2.437603515625000128e+01,3.885209960937499929e+00
2.737040039062500085e+01,5.496044921874999822e+00
2.955511230468750128e+01,8.234814453125000711e+00
3.167876464843750028e+01,1.149290527343750057e+01
3.361389160156250000e+01,1.491561523437500014e+01
3.498071777343749744e+01,1.815897949218750185e+01
3.549925292968750057e+01,2.187523437500000156e+01
3.546988769531250085e+01,2.543685546875000014e+01
3.445088378906250171e+01,2.875419433593750185e+01
