3.247022460937500199e+01,3.174224121093750028e+01
2.994411621093750142e+01,3.474337890625000114e+01
2.729193359375000227e+01,3.778437011718749972e+01
2.470066894531250057e+01,4.106778808593750085e+01
2.267914062499999872e+01,4.505627441406250000e+01
2.199585449218750099e+01,4.959782714843750284e+01
2.290686035156250000e+01,5.401494140625000284e+01
2.533548339843749986e+01,5.802470214843749829e+01
2.835355957031250185e+01,6.083012695312500284e+01
3.062258300781250142e+01,6.342261718750000199e+01
3.203286132812500142e+01,6.677310546875000341e+01
3.279327636718750227e+01,7.031349609375000398e+01
3.269836425781250000e+01,7.385148437499999829e+01
3.180185058593750114e+01,7.744018554687500000e+01
3.035630371093749957e+01,8.090830566406249602e+01
2.844951171874999929e+01,8.413043945312500682e+01
2.604785156250000000e+01,8.664639648437500341e+01
2.290304199218750014e+01,8.891351562500000227e+01
1.953730957031250171e+01,9.140087890625000000e+01
1.657016113281250114e+01,9.516847656250000398e+01
1.614703613281249872e+01,9.998480468750000227e+01
1.679478515625000057e+01,1.039116406250000040e+02
1.659516113281249972e+01,1.071426953124999955e+02
1.510058593750000000e+01,1.104624804687500017e+02
1.311853027343750000e+01,1.138982421875000028e+02
1.119222167968750092e+01,1.176912988281249994e+02
1.040889160156249993e+01,1.223615625000000051e+02
1.127908691406249986e+01,1.265921289062499966e+02
1.169418457031249936e+01,1.298666308593749932e+02
1.083404785156250050e+01,1.334220117187500136e+02
9.362880859375000142e+00,1.367712207031250102e+02
7.238930664062499964e+00,1.395979980468750057e+02
4.446489257812499929e+00,1.419241992187500045e+02
1.242783203125000124e+00,1.436305078125000136e+02
-2.294682617187500107e+00,1.446523828125000080e+02
-6.062121582031250178e+00,1.452432812499999955e+02
-9.803720703125000213e+00,1.453664257812500011e+02
-1.329270751953125007e+01,1.447990820312500091e+02
-1.632931884765624986e+01,1.431961230468750159e+02
-1.914200195312499986e+01,1.407865332031250034e+02
-2.156686523437500114e+01,1.379541406250000080e+02
-2.330622070312499972e+01,1.348835546875000091e+02
-2.367655517578124957e+01,1.317277148437499932e+02
-2.283754638671874915e+01,1.283600195312500034e+02
-2.110724121093749872e+01,1.252714550781250011e+02
-1.868139892578124872e+01,1.232336132812500011e+02
-1.518923828125000064e+01,1.217816992187500063e+02
-1.132697753906250071e+01,1.202477246093749983e+02
-7.590231933593750036e+00,1.176907617187499966e+02
-4.721245117187500284e+00,1.144857031250000006e+02
-2.511748046875000195e+00,1.107200781250000006e+02
-1.158847656250000080e+00,1.065844628906250051e+02
-6.347656250000000000e-01,1.023383007812499983e+02
-5.823828125000000133e-01,9.819270507812500171e+01
-8.309326171875000000e-01,9.407467773437500114e+01
-1.404580078124999964e+00,8.992774414062499488e+01
-2.791665039062499964e+00,8.572517578125000171e+01
-4.824877929687500178e+00,8.216008789062500739e+01
-6.886584472656250178e+00,7.864800781249999773e+01
-9.167348632812499787e+00,7.527261718750000341e+01
-1.143880371093750092e+01,7.198988281249999943e+01
-1.357754394531250064e+01,6.870665527343750512e+01
-1.540212158203125092e+01,6.537539550781249886e+01
-1.659848388671874986e+01,6.189892578125000000e+01
-1.721479736328124943e+01,5.827166992187500227e+01
-1.709886718750000156e+01,5.465962402343750171e+01
-1.621891845703125057e+01,5.112284667968749829e+01
-1.457877197265625036e+01,4.800744628906250000e+01
-1.221562500000000107e+01,4.500453124999999943e+01
-9.582971191406249645e+00,4.202602539062500142e+01
-6.910170898437500320e+00,3.886529785156250227e+01
-4.656079101562499822e+00,3.522480957031250171e+01
-3.148583984375000089e+00,3.086761718750000227e+01
-3.145239257812499911e+00,2.660770996093750185e+01
-3.834506835937499858e+00,2.234802246093750000e+01
-4.831037597656250071e+00,1.842414550781250071e+01
-5.828872070312500320e+00,1.456529296875000057e+01
-6.637961425781250036e+00,1.077333496093750043e+01
-6.940725097656249787e+00,7.157314453125000142e+00
-5.971735839843749893e+00,4.619819335937499716e+00
-3.301611328124999911e+00,2.829013671874999858e+00
1.654589843750000067e-01,1.802460937500000027e+00
3.884257812500000018e+00,1.387128906250000071e+00
6.245019531250000533e+00,1.436220703125000053e+00
6.245019531250000533e+00,-2.016435546874999929e+00
7.545019531250000355e+00,-2.016435546874999929e+00
7.545019531250000355e+00,1.436220703125000053e+00
